Doc No,Tran Type,Customer ID,Class,OrderDate,ShipDate,Terms,Ship Method,Line No,Item,Ordered,Shipped,BackOrder,BackOrder2,PricePer,Status,SalesRepID,CustomerType,DiscountAmount,SOAmount,SOPaymentAmount,Available,InvoiceNo
33256,Sales Order,6293,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,4,BAA0001,2,2,0,0,10,Closed,45,Retail,0,184.25,184.25,0,In Queue
33256,Sales Order,6293,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,2,RPH0020-0003-WP,1,1,0,0,63,Closed,45,Retail,0,184.25,184.25,0,In Queue
33256,Sales Order,6293,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,1,TBK0080-0014,1,1,0,0,101.25,Closed,45,Retail,0,184.25,184.25,0,In Queue
33256,Sales Order,6293,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,184.25,184.25,0,In Queue
33257,Sales Order,6294,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,4,BAA0001,1,1,0,0,10,Closed,45,Retail,8,79.75,79.75,0,In Queue
33257,Sales Order,6294,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,1,DAC0741-0001,1,1,0,0,8,Closed,45,Retail,8,79.75,79.75,61,In Queue
33257,Sales Order,6294,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,2,ROF0020-0101,1,1,0,0,69.75,Closed,45,Retail,8,79.75,79.75,0,In Queue
33257,Sales Order,6294,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8,79.75,79.75,0,In Queue
33258,Sales Order,6295,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0001,2,2,0,0,10,Closed,45,Retail,0,72.85,72.85,0,46030
33258,Sales Order,6295,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0172-0002,1,1,0,0,45,Closed,45,Retail,0,72.85,72.85,-1,46030
33258,Sales Order,6295,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,0,72.85,72.85,0,46030
33259,Sales Order,6296,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,2,TBK0205-0002-MS-DG,1,1,0,0,50.63,Closed,45,Retail,0,113.13,113.13,-1,46031
33259,Sales Order,6296,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,1,BRS-0005,5,5,0,0,12.5,Closed,45,Retail,0,113.13,113.13,5552.69,46031
33259,Sales Order,6296,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,113.13,113.13,0,46031
33260,Sales Order,6297,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,BRS-0003,1,1,0,0,8,Closed,45,Retail,0,15.05,15.05,4701,46012
33260,Sales Order,6297,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,0,15.05,15.05,0,46012
33261,Sales Order,6298,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,52.3,52.3,0,In Queue
33261,Sales Order,6298,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,RPH0010-0002,1,1,0,0,35,Closed,45,Retail,0,52.3,52.3,0,In Queue
33261,Sales Order,6298,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,52.3,52.3,0,In Queue
33262,Sales Order,6299,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0012,1,1,0,0,5,Closed,45,Retail,0,44.35,44.35,0,In Queue
33262,Sales Order,6299,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,ROD0001-0002,1,1,0,0,31.5,Closed,45,Retail,0,44.35,44.35,-3,In Queue
33262,Sales Order,6299,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,0,44.35,44.35,0,In Queue
33263,Sales Order,6300,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,53.8,53.8,0,In Queue
33263,Sales Order,6300,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,4,BAA0012,1,1,0,0,5,Closed,45,Retail,0,53.8,53.8,0,In Queue
33263,Sales Order,6300,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,ROD0001-0004,1,1,0,0,31.5,Closed,45,Retail,0,53.8,53.8,0,In Queue
33263,Sales Order,6300,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,53.8,53.8,0,In Queue
33264,Sales Order,6301,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,BAA0001,2,2,0,0,10,Closed,45,Retail,0,65.25,65.25,0,In Queue
33264,Sales Order,6301,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,TBK0170-0002,1,1,0,0,35,Closed,45,Retail,0,65.25,65.25,92,In Queue
33264,Sales Order,6301,Retail:Online,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,10.25,Closed,45,Retail,0,65.25,65.25,0,In Queue
33265,Sales Order,6302,Retail:Online,5/13/2028,5/19/2028,Credit Card,UPS 2nd Day,4,BAA0001,2,2,0,0,10,Closed,45,Retail,0,122.46,122.46,0,In Queue
33265,Sales Order,6302,Retail:Online,5/13/2028,5/19/2028,Credit Card,UPS 2nd Day,1,RPH0010-0005,1,1,0,0,35,Closed,45,Retail,0,122.46,122.46,0,In Queue
33265,Sales Order,6302,Retail:Online,5/13/2028,5/19/2028,Credit Card,UPS 2nd Day,2,RPH0010-0005,1,1,0,0,35,Closed,45,Retail,0,122.46,122.46,0,In Queue
33265,Sales Order,6302,Retail:Online,5/13/2028,5/19/2028,Credit Card,UPS 2nd Day,3,Shipping & Handling,1,1,0,0,32.46,Closed,45,Retail,0,122.46,122.46,0,In Queue
33266,Sales Order,6303,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,1,DAC0133-0001,1,1,0,0,18,Closed,45,Retail,0,24.85,24.85,2,46034
33266,Sales Order,6303,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,6.85,Closed,45,Retail,0,24.85,24.85,0,46034
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,5,BAA0001,2,2,0,0,10,Closed,45,Retail,10.75,96.75,96.75,0,
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,6,BAA0012,1,1,0,0,5,Closed,45,Retail,10.75,96.75,96.75,0,
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,3,RVRR-1302,1,1,0,0,25,Closed,45,Retail,10.75,96.75,96.75,1,
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,1,TBK0172-0004,1,1,0,0,45,Closed,45,Retail,10.75,96.75,96.75,0,
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,2,BRS-0005,1,1,0,0,12.5,Closed,45,Retail,10.75,96.75,96.75,5552.69,
33267,Sales Order,6304,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,4,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,10.75,96.75,96.75,0,
33268,Sales Order,6305,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,1,TBK0021-0155,1,1,0,0,28.25,Closed,45,Retail,0,35.1,35.1,0,46043
33268,Sales Order,6305,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,6.85,Closed,45,Retail,0,35.1,35.1,0,46043
33269,Sales Order,6306,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,1,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,51.35,51.35,47,46007
33269,Sales Order,6306,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,2,RCJ0102-34WILD,1,1,0,0,40,Closed,45,Retail,8,51.35,51.35,0,46007
33269,Sales Order,6306,Retail:Online,5/13/2028,5/19/2028,Paypal,USPS Priority,3,Shipping & Handling,1,1,0,0,11.35,Closed,45,Retail,8,51.35,51.35,0,46007
33270,Sales Order,6307,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,2,RVRS-1701,1,1,0,0,58,Closed,45,Retail,17.38,156.37,156.37,2,46036
33270,Sales Order,6307,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,3,TBK0060-0002,1,1,0,0,67.5,Closed,45,Retail,17.38,156.37,156.37,-2,46036
33270,Sales Order,6307,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,4,TBK0245-0002,1,1,0,0,38.25,Closed,45,Retail,17.38,156.37,156.37,-2,46036
33270,Sales Order,6307,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,1,KFN04,1,1,0,0,10,Closed,45,Retail,17.38,156.37,156.37,0,46036
33270,Sales Order,6307,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,5,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,17.38,156.37,156.37,0,46036
33271,Sales Order,6308,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,1,ROF0050-0101,2,2,0,0,65.25,Closed,45,Retail,6.53,123.97,123.97,2,In Queue
33271,Sales Order,6308,Retail:Online,5/13/2028,5/19/2028,Credit Card,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,6.53,123.97,123.97,0,In Queue
33272,Sales Order,1129,Promotional,5/13/2028,5/16/2028,Credit Card,UPS Ground,1,TBK0050-0001-WP,1,1,0,0,31.2,Closed,37,Promotional,0,31.2,0,60,46001
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,7,DAC0032-3101,1,0,1,1,8,OPEN,,Tradeshow/Promo,0,71,0,2,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,6,DAC0035-0013,1,0,1,1,6,OPEN,,Tradeshow/Promo,0,71,0,-2,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,4,DAC0138-0001,1,0,1,1,9,OPEN,,Tradeshow/Promo,0,71,0,8,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,3,DAC0160-0001,1,0,1,1,11.5,OPEN,,Tradeshow/Promo,0,71,0,40,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,5,DAC0741-0015,1,0,1,1,3.5,OPEN,,Tradeshow/Promo,0,71,0,75,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,2,DAC0750-0005,1,0,1,1,16,OPEN,,Tradeshow/Promo,0,71,0,2,
33273,Sales Order,6077,Tradeshow/Promo,5/13/2028,5/13/2028,No Charge,Hand Delivered,1,UHS0003-0015,1,0,1,1,17,OPEN,,Tradeshow/Promo,0,71,0,1,
33274,Sales Order,1549,Promotional,5/13/2028,5/27/2028,Net 30,UPS Ground,1,Prototype,1,0,0,1,150,OPEN,40,Promotional,0,150,0,0,
33275,Sales Order,4329,,5/13/2028,5/26/2028,Net 30,FedEx Ground,1,TBK0216-0001,75,0,0,75,15,OPEN,40,Wholesale,0,1125,0,0,
33276,Sales Order,2354,Promotional,5/13/2028,5/19/2028,Net 30,UPS NextDaySvr,2,BAA0002,1,1,0,0,50,Closed,7,Promotional,0,71.3,0,0,In Queue
33276,Sales Order,2354,Promotional,5/13/2028,5/19/2028,Net 30,UPS NextDaySvr,3,BAA0003,1,1,0,0,0.5,Closed,7,Promotional,0,71.3,0,0,In Queue
33276,Sales Order,2354,Promotional,5/13/2028,5/19/2028,Net 30,UPS NextDaySvr,1,TBK0172-0004,1,1,0,0,20.8,Closed,7,Promotional,0,71.3,0,0,In Queue
33277,Sales Order,3006,Promotional,5/13/2028,5/16/2028,Credit Card,UPS Next Day,1,DAC0111-0001,1,1,0,0,9,Closed,37,Promotional,0,41,0,0,46014
33277,Sales Order,3006,Promotional,5/13/2028,5/16/2028,Credit Card,UPS Next Day,2,DAC0175-0001,1,1,0,0,32,Closed,37,Promotional,0,41,0,0,46014
33278,Sales Order,6309,Corporate,5/13/2028,5/25/2028,Credit Card,UPS 2nd Day,2,BAA0001,72,0,0,72,8,OPEN,45,Corporate,0,3041.74,0,0,
33278,Sales Order,6309,Corporate,5/13/2028,5/25/2028,Credit Card,UPS 2nd Day,1,TBK0172-0001,72,0,0,72,30.07,OPEN,45,Corporate,0,3041.74,0,7,
33278,Sales Order,6309,Corporate,5/13/2028,5/25/2028,Credit Card,UPS 2nd Day,3,TBK0172-0001,10,0,0,10,30.07,OPEN,45,Corporate,0,3041.74,0,7,
33279,Sales Order,6310,Wholesale,5/13/2028,5/18/2028,Credit Card,UPS Ground,3,TBK0040-0001-BK,1,1,0,0,24,Closed,7,Wholesale,0,72,0,50,In Queue
33279,Sales Order,6310,Wholesale,5/13/2028,5/18/2028,Credit Card,UPS Ground,1,TBK0040-0002-BK,1,1,0,0,24,Closed,7,Wholesale,0,72,0,6,In Queue
33279,Sales Order,6310,Wholesale,5/13/2028,5/18/2028,Credit Card,UPS Ground,2,TBK0040-0015-BK,1,1,0,0,24,Closed,7,Wholesale,0,72,0,-1,In Queue
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,8,BAA0002,1,0,0,1,50,OPEN,7,Promotional,0,244.82,0,0,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,9,BAA0003,51,0,0,51,0.5,OPEN,7,Promotional,0,244.82,0,0,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,1,DAC0741-0001,7,0,0,7,3.32,OPEN,7,Promotional,0,244.82,0,61,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,2,DAC0741-0002,8,0,0,8,3.32,OPEN,7,Promotional,0,244.82,0,47,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,3,DAC0741-0003,7,0,0,7,3.32,OPEN,7,Promotional,0,244.82,0,80,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,4,DAC0741-0004,7,0,0,7,3.32,OPEN,7,Promotional,0,244.82,0,78,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,5,DAC0741-0005,7,0,0,7,3.32,OPEN,7,Promotional,0,244.82,0,84,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,6,DAC0741-0014,7,0,0,7,3.32,OPEN,7,Promotional,0,244.82,0,81,
33280,Sales Order,3731,Promotional,5/13/2028,5/25/2028,Credit Card,UPS Ground,7,DAC0741-0015,8,0,0,8,3.32,OPEN,7,Promotional,0,244.82,0,75,
33281,Sales Order,5136,Promotional,5/13/2028,5/24/2028,Net 30,UPS Ground,2,BAA0002,1,0,0,1,50,OPEN,7,Promotional,0,103.75,0,0,
33281,Sales Order,5136,Promotional,5/13/2028,5/24/2028,Net 30,UPS Ground,3,BAA0003,25,0,0,25,0.15,OPEN,7,Promotional,0,103.75,0,0,
33281,Sales Order,5136,Promotional,5/13/2028,5/24/2028,Net 30,UPS Ground,1,UHS0010-0009-Single,25,0,0,25,2,OPEN,7,Promotional,0,103.75,0,0,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,7,DAC0105-0001,2,0,0,2,9,OPEN,45,Wholesale,0,299.5,0,0,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,6,DAC0105-0005,2,0,0,2,9,OPEN,45,Wholesale,0,299.5,0,-1,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,5,DAC0105-0015,2,0,0,2,9,OPEN,45,Wholesale,0,299.5,0,0,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,4,DAC0167-0016,2,0,0,2,19,OPEN,45,Wholesale,0,299.5,0,1,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,3,DAC0183-3015,5,0,0,5,15,OPEN,45,Wholesale,0,299.5,0,0,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,1,TBK0110-0015-ST,5,0,0,5,10,OPEN,45,Wholesale,0,299.5,0,0,
33282,Sales Order,2641,Wholesale,5/13/2028,5/26/2028,Credit Card,UPS Ground,2,UPH0001-3115-HS,5,0,0,5,16.5,OPEN,45,Wholesale,0,299.5,0,0,
33283,Sales Order,2173,Promotional,5/13/2028,5/17/2028,Credit Card,UPS Ground,2,BAA0001,1,1,0,0,5,Closed,33,Promotional,0,28.72,0,0,46072
33283,Sales Order,2173,Promotional,5/13/2028,5/17/2028,Credit Card,UPS Ground,3,BAA0001,1,1,0,0,5,Closed,33,Promotional,0,28.72,0,0,46072
33283,Sales Order,2173,Promotional,5/13/2028,5/17/2028,Credit Card,UPS Ground,1,TBK0030-0002-WP,1,1,0,0,18.72,Closed,33,Promotional,0,28.72,0,154,46072
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,8,DAC0101-0002,1,1,0,0,15,Closed,37,Promotional,0,176,0,28,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,5,DAC0120-0005,1,1,0,0,3,Closed,37,Promotional,0,176,0,0,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,6,DAC0152-0004,1,1,0,0,12,Closed,37,Promotional,0,176,0,2,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,4,DAC0160-0015,1,1,0,0,11.5,Closed,37,Promotional,0,176,0,18,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,9,ROF0050-1414,1,1,0,0,29,Closed,37,Promotional,0,176,0,3,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,2,ROF0060-0106,1,1,0,0,38,Closed,37,Promotional,0,176,0,8,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,3,RPH0030-0001-WP,1,1,0,0,45,Closed,37,Promotional,0,176,0,1,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,7,TBK0020-0101-PK,1,1,0,0,12.5,Closed,37,Promotional,0,176,0,-2,46066
33284,Sales Order,2355,Promotional,5/13/2028,5/17/2028,Half/Half 30,UPS Ground,1,TBK0110-0003-SP,1,1,0,0,10,Closed,37,Promotional,0,176,0,7,46066
33286,Sales Order,6311,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,ROD0021-0002,1,1,0,0,48.25,Closed,45,Retail,0,55.55,55.55,1,In Queue
33286,Sales Order,6311,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,55.55,55.55,0,In Queue
33287,Sales Order,6312,,5/13/2028,5/19/2028,Paypal,Free Shipping,1,TPH0020-0001-BK,1,1,0,0,73,Closed,45,Retail,0,73,73,2,In Queue
33287,Sales Order,6312,,5/13/2028,5/19/2028,Paypal,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,73,73,0,In Queue
33288,Sales Order,6313,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,ROD0010-0002,1,1,0,0,48.25,Closed,45,Retail,0,55.55,55.55,-1,In Queue
33288,Sales Order,6313,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,55.55,55.55,0,In Queue
33289,Sales Order,6314,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,DAC0182-0001,1,1,0,0,22.5,Closed,45,Retail,8,29.35,29.35,0,In Queue
33289,Sales Order,6314,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,DAC0741-0001,1,1,0,0,8,Closed,45,Retail,8,29.35,29.35,61,In Queue
33289,Sales Order,6314,,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,6.85,Closed,45,Retail,8,29.35,29.35,0,In Queue
33290,Sales Order,6315,,5/13/2028,5/19/2028,Credit Card,Free Shipping,1,ROF0030-0101,1,1,0,0,123.75,Closed,45,Retail,0,123.75,123.75,8,46037
33290,Sales Order,6315,,5/13/2028,5/19/2028,Credit Card,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,123.75,123.75,0,46037
33291,Sales Order,6316,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,TBK0020-0004,1,1,0,0,26.44,Closed,45,Retail,0,34.29,34.29,0,In Queue
33291,Sales Order,6316,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,0,34.29,34.29,0,In Queue
33292,Sales Order,6317,,5/13/2028,5/19/2028,Credit Card,Free Shipping,1,ROF0040-0505,1,1,0,0,98.75,Closed,45,Retail,0,108.75,108.75,0,In Queue
33292,Sales Order,6317,,5/13/2028,5/19/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,108.75,108.75,0,In Queue
33293,Sales Order,6318,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,DAC0741-0015,1,1,0,0,8,Closed,45,Retail,8,46.1,46.1,75,46042
33293,Sales Order,6318,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,TBK0245-0015,1,1,0,0,38.25,Closed,45,Retail,8,46.1,46.1,16,46042
33293,Sales Order,6318,,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,8,46.1,46.1,0,46042
33294,Sales Order,6319,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,45.2,45.2,47,In Queue
33294,Sales Order,6319,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,TBK0245-0002,1,1,0,0,38.25,Closed,45,Retail,8,45.2,45.2,-2,In Queue
33294,Sales Order,6319,,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,8,45.2,45.2,0,In Queue
33295,Sales Order,6320,,5/13/2028,5/19/2028,Credit Card,USPS Priority,2,DAC0030-0002,1,1,0,0,9,Closed,45,Retail,9,16.85,16.85,1,46024
33295,Sales Order,6320,,5/13/2028,5/19/2028,Credit Card,USPS Priority,1,DAC0131-0005,1,1,0,0,9,Closed,45,Retail,9,16.85,16.85,2,46024
33295,Sales Order,6320,,5/13/2028,5/19/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,9,16.85,16.85,0,46024
33296,Sales Order,6321,,5/14/2028,5/20/2028,Credit Card,USPS Priority,2,DAC0183-0001,1,0,0,1,30,OPEN,45,Retail,19.5,187.9,187.9,1,
33296,Sales Order,6321,,5/14/2028,5/20/2028,Credit Card,USPS Priority,3,RPF117,1,1,0,0,20,OPEN,45,Retail,19.5,187.9,187.9,5,
33296,Sales Order,6321,,5/14/2028,5/20/2028,Credit Card,USPS Priority,4,RVRF-1331,1,0,0,1,55,OPEN,45,Retail,19.5,187.9,187.9,5,
33296,Sales Order,6321,,5/14/2028,5/20/2028,Credit Card,USPS Priority,1,TBK0080-0001,1,1,0,0,90,OPEN,45,Retail,19.5,187.9,187.9,-1,
33296,Sales Order,6321,,5/14/2028,5/20/2028,Credit Card,USPS Priority,5,Shipping & Handling,1,0,0,1,12.4,OPEN,45,Retail,19.5,187.9,187.9,0,
33297,Sales Order,6322,,5/14/2028,5/20/2028,Credit Card,USPS Priority,1,TBK0030-0004-WP,1,1,0,0,55.5,OPEN,45,Retail,0,61.95,61.95,7,
33297,Sales Order,6322,,5/14/2028,5/20/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,0,0,1,6.45,OPEN,45,Retail,0,61.95,61.95,0,
33298,Sales Order,6323,,5/14/2028,5/20/2028,Credit Card,USPS Priority,1,TBK0170-0002,1,1,0,0,45,Closed,45,Retail,0,51.8,51.8,92,
33298,Sales Order,6323,,5/14/2028,5/20/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,6.8,Closed,45,Retail,0,51.8,51.8,0,
33299,Sales Order,6324,,5/14/2028,5/20/2028,Paypal,USPS Priority,1,ROF0050-0101,1,1,0,0,85.25,Closed,45,Retail,0,94.7,94.7,2,
33299,Sales Order,6324,,5/14/2028,5/20/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,9.45,Closed,45,Retail,0,94.7,94.7,0,
33300,Sales Order,6325,,5/14/2028,5/20/2028,Paypal,USPS Priority,1,RVRP-1315,1,1,0,0,35,Closed,45,Retail,0,42.85,42.85,8,46038
33300,Sales Order,6325,,5/14/2028,5/20/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,7.85,Closed,45,Retail,0,42.85,42.85,0,46038
33301,Sales Order,6326,,5/14/2028,5/20/2028,Credit Card,Free Shipping,2,RVRP-1315,1,1,0,0,35,Closed,45,Retail,8,72,72,8,In Queue
33301,Sales Order,6326,,5/14/2028,5/20/2028,Credit Card,Free Shipping,1,TBK0172-0004,1,1,0,0,45,Closed,45,Retail,8,72,72,0,In Queue
33301,Sales Order,6326,,5/14/2028,5/20/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8,72,72,0,In Queue
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,1,ROD0001-0101-PK,20,0,0,20,15,OPEN,45,Wholesale,0,1437.65,1437.65,0,
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,6,ROF0040-0101,3,0,0,3,35,OPEN,45,Wholesale,0,1437.65,1437.65,1,
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,5,RPH0030-0001-WP,3,0,0,3,45,OPEN,45,Wholesale,0,1437.65,1437.65,1,
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,4,TBK0020-0001,5,0,0,5,11.75,OPEN,45,Wholesale,0,1437.65,1437.65,2,
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,7,TBK0150-0001,15,0,0,15,13,OPEN,45,Wholesale,0,1437.65,1437.65,0,
33302,Sales Order,6232,Wholesale,5/14/2028,5/30/2028,Credit Card,USPS Intl Prty,3,TBK0170-0001,15,0,0,15,16,OPEN,45,Wholesale,0,1437.65,1437.65,93,
